ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
7,20120102 23:00,0.038600773,0.211959613,-1.356806591,0.189451799,-1.833771104
7,20120103 0:00,0.013100001,1.707364813,-1.810160658,2.066316038,-2.564525368
7,20120103 1:00,0.24821934,4.259742412,-0.951819571,5.506362567,-1.546391744
7,20120103 2:00,0.36565166,5.233327266,-0.290442964,6.822699499,-0.774023398
7,20120103 3:00,0.281796702,5.452306344,-0.023525565,7.177296872,-0.367341126
7,20120103 4:00,0.130366349,5.12248122,-0.451294663,6.724879534,-0.950580352
7,20120103 5:00,0.139132893,5.121706073,-0.595053131,6.730522993,-1.158294415
7,20120103 6:00,0.174008418,4.736070352,-0.737496734,6.231547115,-1.347423536
7,20120103 7:00,0.205547883,4.39888133,-0.876434033,5.822866588,-1.52671357
7,20120103 8:00,0.215843004,4.155485116,-0.89703357,5.598068784,-1.564976687
7,20120103 9:00,0.172546472,4.233387408,-0.609954923,6.197216069,-1.146268864
7,20120103 10:00,0.192675289,3.702024018,-0.646771116,6.38439081,-1.293308557
7,20120103 11:00,0.281856336,4.835676764,0.044409076,7.912357473,0.162329736
7,20120103 12:00,0.264886049,5.127132103,1.325524931,8.397224703,2.355899569
7,20120103 13:00,0.36380236,4.808934187,1.72217558,7.504617523,2.872451648
7,20120103 14:00,0.587860982,4.993806788,2.220509048,7.569517308,3.50215323
7,20120103 15:00,0.742620918,5.336034267,2.823155062,8.028048393,4.299119294
7,20120103 16:00,0.806323828,4.748085133,3.184742671,7.339546333,5.107017678
7,20120103 17:00,0.680438641,3.346619037,4.516699935,5.035603986,7.013067518
7,20120103 18:00,0.711725981,2.567208551,4.320346906,3.944535147,6.79387452
7,20120103 19:00,0.620632648,1.858336457,4.285283865,3.01242375,7.089047136
7,20120103 20:00,0.624891764,1.436656393,4.677113346,2.137217237,7.067729114
7,20120103 21:00,0.468823049,1.329298509,5.096554972,1.867742045,7.29402812
7,20120103 22:00,0.36518167,1.166130028,5.184212574,1.559232925,7.221874814
7,20120103 23:00,0.223925497,1.056446702,5.121537389,1.327851085,6.970431474
7,20120104 0:00,0.234286484,1.077375676,5.071572556,1.290228022,6.804806839
7,20120104 1:00,0.328574156,1.380457691,5.230735612,1.612298792,6.944021939
7,20120104 2:00,0.299205878,1.334704185,5.295450728,1.567727331,7.003010262
7,20120104 3:00,0.296910701,1.460727,4.944140098,1.736389792,6.515900502
7,20120104 4:00,0.254089143,1.547417853,4.832713319,1.840221037,6.346841185
7,20120104 5:00,0.3056043,1.001987899,5.222463755,1.078960738,6.852194756
7,20120104 6:00,0.364376585,0.237021386,5.470619463,0.07762234,7.220719742
7,20120104 7:00,0.402335046,-0.252621399,5.482783959,-0.560559946,7.3794409
7,20120104 8:00,0.295557729,-1.074177775,5.090114044,-1.657119193,6.858884153
7,20120104 9:00,0.250893678,-1.532515529,4.427878908,-2.337846966,6.092035955
7,20120104 10:00,0.268927567,-1.249164869,3.391950471,-2.419898974,5.796486214
7,20120104 11:00,0.092574737,-1.293312989,2.799782829,-2.777483652,5.482692661
7,20120104 12:00,0.078617121,-1.367963446,2.104946846,-3.258146343,4.687870619
7,20120104 13:00,0.066180824,-1.228696195,1.600363572,-3.340198351,3.924063056
7,20120104 14:00,0.021876088,-1.194180392,1.587225917,-3.334120424,3.922238675
7,20120104 15:00,0.031849805,-1.205418095,1.503047608,-3.384769812,3.825546476
7,20120104 16:00,0.02937068,-1.203411363,1.640749697,-2.92082142,3.560403086
7,20120104 17:00,0.010567438,-1.368364792,1.623719403,-2.935509742,3.50627978
7,20120104 18:00,0.005418262,-1.471109508,1.690380839,-2.841301881,3.467359649
7,20120104 19:00,0,-1.561011134,1.744391199,-2.637691342,3.475873428
7,20120104 20:00,0,-1.192575006,1.319120436,-2.361652178,3.413236343
7,20120104 21:00,0,-0.801262125,1.901069901,-1.470729446,3.316544143
7,20120104 22:00,0,-0.875109889,2.874716121,-1.167846106,3.778720694
7,20120104 23:00,0.032697266,-0.376637481,2.842115274,-0.603611926,3.633378331
7,20120105 0:00,0.073578041,0.472611807,3.468343502,0.449895341,4.435497897
7,20120105 1:00,0.105580413,1.220842081,3.610202394,1.409941326,4.639657079
7,20120105 2:00,0.138358737,1.784879052,4.086868385,2.121440123,5.283885358
7,20120105 3:00,0.239857743,2.066664271,4.578357808,2.515864352,5.954885281
7,20120105 4:00,0.298247806,2.00228288,4.990634516,2.467447007,6.550696758
7,20120105 5:00,0.230340503,1.964027271,5.175927418,2.45150471,6.84575445
7,20120105 6:00,0.217815736,1.949564784,5.233368218,2.4993316,7.004675484
7,20120105 7:00,0.244541111,1.911309175,5.283397301,2.461542452,7.145938626
7,20120105 8:00,0.193002197,1.283823876,4.935509877,1.645533044,6.694807947
7,20120105 9:00,0.193823792,0.593823314,4.546858015,0.736231676,6.399750256
7,20120105 10:00,0.107745091,-0.080315167,3.201168313,-0.242743432,6.081338578
7,20120105 11:00,0.065516589,-0.468003109,2.026874545,-1.275449985,4.981992353
7,20120105 12:00,0.021591326,-0.579504214,1.847603662,-1.632675522,4.6892131
7,20120105 13:00,0.033027798,-0.876218452,1.743839637,-2.296937884,4.543393083
7,20120105 14:00,0.044959418,-1.219585872,1.531216032,-3.065710859,3.980049344
7,20120105 15:00,0.057101321,-1.645995956,1.396415446,-3.40817501,3.099433146
7,20120105 16:00,0.03509493,-1.866198975,1.155997905,-3.683327242,2.554316909
7,20120105 17:00,0.039594403,-1.931046898,0.874815926,-4.210013488,2.286030862
7,20120105 18:00,0.029050749,-2.08266974,0.502840425,-4.457414315,1.524463037
7,20120105 19:00,0.024439103,-1.897456607,0.358775193,-5.035470184,1.219152376
7,20120105 20:00,0.061842218,-1.777091397,0.211004104,-4.817001674,0.723022551
7,20120105 21:00,0.048528024,-2.477822192,0.436598212,-4.309800457,0.634733088
7,20120105 22:00,0.047837088,-3.659547293,0.349510548,-4.95457779,0.389801028
7,20120105 23:00,0.082087252,-3.687539202,-0.103530598,-4.881951771,-0.196896698
7,20120106 0:00,0.107632136,-3.440743869,-0.740011717,-4.51882168,-1.030804922
7,20120106 1:00,0.090661292,-2.856126031,-1.342296902,-3.725708043,-1.767487131
7,20120106 2:00,0.023154356,-1.591091099,-1.50673339,-2.106961771,-1.946869309
7,20120106 3:00,0.003390917,-0.210061586,-0.928553479,-0.547895616,-1.281784553
7,20120106 4:00,0.025423243,0.364954292,-0.225478993,0.312851642,-0.546377215
7,20120106 5:00,0.053955962,0.659402078,0.873979053,0.547265298,0.944699899
7,20120106 6:00,0.139158992,0.356527335,2.480248679,0.06428703,3.092518412
7,20120106 7:00,0.214297901,-0.646280527,3.406590304,-1.3003573,4.296345659
7,20120106 8:00,0.231357305,-1.901897095,3.429254571,-2.981859984,4.468576389
7,20120106 9:00,0.215182376,-2.538875891,2.495679669,-4.281286866,3.407778122
7,20120106 10:00,0.208675271,-2.586463412,1.799356241,-4.94084445,2.497160284
7,20120106 11:00,0.211288355,-2.796145926,1.224551859,-5.759754099,1.407160267
7,20120106 12:00,0.264557149,-2.306391023,0.90869878,-5.676694142,0.76233795
7,20120106 13:00,0.347082802,-2.470964533,0.551857134,-5.879729593,-0.400368465
7,20120106 14:00,0.300711368,-2.685604081,-0.314207186,-6.077227713,-2.421844713
7,20120106 15:00,0.260987752,-2.582002082,-1.474424754,-5.394905548,-5.024972146
7,20120106 16:00,0.200482172,-2.290528516,-2.433075015,-4.481246021,-6.754430893
7,20120106 17:00,0.215803514,-1.875624818,-3.322768038,-3.38485459,-8.086388268
7,20120106 18:00,0.287420453,-1.724931002,-3.803057605,-2.884033812,-8.609635952
7,20120106 19:00,0.279291806,-1.333325361,-4.046577918,-2.033745957,-8.621555034
7,20120106 20:00,0.403622597,-2.037224108,-4.134341674,-3.114755915,-8.331325395
7,20120106 21:00,0.226704081,-1.366041781,-3.747602485,-2.265698577,-7.430838777
7,20120106 22:00,0.211529323,-0.970470514,-3.330965752,-0.611267287,-6.104840943
7,20120106 23:00,0.15451873,-3.091089415,-3.149651618,-4.582148488,-5.970751275
7,20120107 0:00,0.086635152,-2.778796309,-5.474426721,-3.670334738,-7.936207839
7,20120107 1:00,0.066157169,-2.017738701,-3.673715406,-2.635490903,-5.131769633
7,20120107 2:00,0.133349226,-2.189555475,-3.446708395,-3.080231644,-5.461145765
7,20120107 3:00,0.06839005,-0.043754874,-2.647426225,-0.042264357,-3.91836844
7,20120107 4:00,0.032930263,2.128295511,-0.50241387,3.070920827,-1.645161141
7,20120107 5:00,0.02699843,0.798147319,0.14824894,1.401202906,-0.457928
7,20120107 6:00,0,1.756980372,-1.675963088,2.265611754,-2.604846004
7,20120107 7:00,0.003798367,4.127574585,-1.088735371,5.659371634,-1.900015213
7,20120107 8:00,0.070220025,5.498290627,1.364390292,7.788157514,1.874441851
7,20120107 9:00,0.049598105,3.534806715,0.276025341,5.231942949,0.324269206
7,20120107 10:00,0.036399841,2.596973489,-1.817332724,4.376488612,-2.827843317
7,20120107 11:00,0.01611002,2.202272178,-2.568132359,4.10427146,-4.116904312
7,20120107 12:00,0.049875948,2.811267188,-2.53278995,4.615872554,-3.904715543
7,20120107 13:00,0.091871347,3.39162607,-2.291283489,5.676683689,-3.539500557
7,20120107 14:00,0.170899866,3.631692284,-2.353359259,6.336929675,-3.666358722
7,20120107 15:00,0.320859989,3.740986844,-2.472526612,6.898079065,-3.988908406
7,20120107 16:00,0.312974929,4.030689015,-2.484760523,7.213277872,-3.965015837
7,20120107 17:00,0.283389323,4.570957316,-2.303064292,7.874120825,-3.604920687
7,20120107 18:00,0.381725904,4.501276069,-2.583991132,7.78218784,-4.007112268
7,20120107 19:00,0.362683655,4.070302327,-3.043895555,7.152984161,-4.819459621
7,20120107 20:00,0.437411522,4.011120994,-3.133157793,7.30700176,-5.077158046
7,20120107 21:00,0.49673826,6.108240175,-3.622514224,9.572493183,-5.586297318
7,20120107 22:00,0.47723778,8.588606216,-3.404116261,12.72209338,-4.904221355
7,20120107 23:00,0.22529713,8.104178367,-2.001747601,11.86842995,-2.822723481
7,20120108 0:00,0.633433908,8.57906084,-0.566755178,12.2469073,-0.734399158
7,20120108 1:00,0.54875456,7.873788819,-0.348378251,11.89846964,-0.393002264
7,20120108 2:00,0.561521367,8.721358096,-1.322367176,12.38937618,-1.815595214
7,20120108 3:00,0.489409156,8.953273469,-2.172239805,12.54476718,-2.985498725
7,20120108 4:00,0.467328297,10.12561228,-1.865189049,14.30837444,-2.548759045
7,20120108 5:00,0.399766712,9.345813342,-1.590538129,13.39646044,-2.245045776
7,20120108 6:00,0.445221561,9.513918982,-1.687239178,13.56099209,-2.361671672
7,20120108 7:00,0.523371753,9.164505687,-1.471406423,13.12009028,-2.038520754
7,20120108 8:00,0.538364917,8.633784739,-1.116503601,12.67112319,-1.582950851
7,20120108 9:00,0.657466644,7.95784164,-0.647453663,12.18290508,-0.855861286
7,20120108 10:00,0.764047244,7.125674713,-0.463522285,11.31561895,-0.605601552
7,20120108 11:00,0.82682408,6.781542223,-0.105628709,10.93601324,0.000610132
7,20120108 12:00,0.750541324,6.033868184,0.048395129,10.13109859,0.309182813
7,20120108 13:00,0.74324366,6.071713956,-0.269123267,10.12464637,-0.179188123
7,20120108 14:00,0.76475742,5.763226904,-0.719231762,10.0187224,-0.917818792
7,20120108 15:00,0.789950849,6.593633562,-0.504395924,10.93655093,-0.604386699
7,20120108 16:00,0.69038974,6.747216988,-0.753126975,11.10000721,-1.03748182
7,20120108 17:00,0.67505657,6.722133162,-0.212298939,10.95913371,-0.238108497
7,20120108 18:00,0.686217026,6.911362024,0.616638411,11.09140425,1.129208638
7,20120108 19:00,0.655983402,6.374920203,0.888797036,10.56984966,1.655847446
7,20120108 20:00,0.778446859,6.564149065,1.403705203,10.62039207,2.438820253
7,20120108 21:00,0.835003944,6.7590988,1.320961006,10.33972042,2.173982282
7,20120108 22:00,0.830474052,8.024291775,1.529815335,11.73124956,2.276029941
7,20120108 23:00,0.792284039,8.264568424,1.355354679,11.83717354,2.04277815
7,20120109 0:00,0.767640117,8.062577615,1.303016481,11.34572932,2.016051383
7,20120109 1:00,0.791970223,7.964475277,0.647865918,10.99008892,0.893522009
7,20120109 2:00,0.834649534,7.663304802,0.056316597,10.49894955,0.030000659
7,20120109 3:00,0.817114715,7.467377601,-0.485813399,10.2056649,-0.738648156
7,20120109 4:00,0.815570282,7.765636206,-1.145067195,10.78374044,-1.565308203
7,20120109 5:00,0.761154043,8.922480254,-0.847562858,12.54344835,-1.220262233
7,20120109 6:00,0.868416817,9.067241753,-0.392905068,13.01260386,-0.507811798
7,20120109 7:00,0.844170456,8.929135955,-0.504098549,12.88869484,-0.834124975
7,20120109 8:00,0.768890654,8.440357906,-0.25947289,12.6633603,-0.403875009
7,20120109 9:00,0.717147994,8.478212206,1.115372734,12.70133242,1.741331984
7,20120109 10:00,0.817443668,7.199485631,1.525058938,10.93263111,2.42417252
7,20120109 11:00,0.874350924,6.032242051,1.97378641,9.534657597,3.34389225
7,20120109 12:00,0.717054434,4.939875107,1.852709064,7.948322389,3.332410861
7,20120109 13:00,0.610327681,4.14576677,1.881372272,7.184882956,3.584397147
7,20120109 14:00,0.602592711,3.780535172,2.11216052,6.755198458,3.987454348
7,20120109 15:00,0.601535123,3.986861906,2.471439014,6.883604174,4.340356006
7,20120109 16:00,0.656081032,3.700666758,2.438822259,6.726719369,4.499282608
7,20120109 17:00,0.636589049,3.79259863,2.441293225,6.932568222,4.553063854
7,20120109 18:00,0.568916241,4.040939477,2.288587511,7.044486044,4.108915364
7,20120109 19:00,0.598154535,4.186116958,2.290564284,7.147410471,4.051508416
7,20120109 20:00,0.507585171,4.207747986,2.327134584,6.931568955,3.960261584
7,20120109 21:00,0.445283134,4.649104165,2.33257071,6.888600506,3.598899955
7,20120109 22:00,0.599495695,5.784733166,2.367164238,8.241107407,3.455684727
7,20120109 23:00,0.637394554,6.201962429,2.087450858,8.724752283,3.058066079
7,20120110 0:00,0.565075813,6.888747586,2.145271468,9.708030296,3.216388398
7,20120110 1:00,0.539915253,6.91358814,1.795835247,9.554566296,2.459652137
7,20120110 2:00,0.607458831,7.954839267,0.702861219,10.83731368,0.978955261
7,20120110 3:00,0.802377762,8.101719092,1.120194911,11.33618752,1.564791451
7,20120110 4:00,0.636871865,8.226505573,0.556861812,11.64406679,0.867575407
7,20120110 5:00,0.75091981,8.521901767,0.774288622,12.1354799,1.083237379
7,20120110 6:00,0.845744496,8.955176794,1.174102385,12.94123824,1.868902129
7,20120110 7:00,0.783889871,8.616412184,0.893334293,12.34636973,1.361687012
7,20120110 8:00,0.827608507,8.339836246,1.255412824,12.38068907,1.93441969
7,20120110 9:00,0.848101586,7.694628769,0.311582807,11.77537555,0.667200867
7,20120110 10:00,0.787014624,7.392686399,-0.023092758,11.91116075,0.098836026
7,20120110 11:00,0.872110624,8.176181844,0.252733815,12.88403934,0.562918749
7,20120110 12:00,0.879525923,8.492034839,0.795851611,13.60772971,1.456141496
7,20120110 13:00,0.762023119,9.297623628,2.578392072,14.47814767,4.118884366
7,20120110 14:00,0.74455957,7.910243443,3.865882233,12.3065792,6.290791509
7,20120110 15:00,0.745155745,7.295721166,4.079265983,11.70325521,6.763609906
7,20120110 16:00,0.706707464,7.352591071,4.567577848,11.72165833,7.481573178
7,20120110 17:00,0.521643989,7.206120382,5.804754367,11.33867443,9.225978236
7,20120110 18:00,0.258230401,6.111272438,6.018138117,9.685875063,9.626727317
7,20120110 19:00,0.664094578,5.55525661,5.999270501,8.95621612,9.807446589
7,20120110 20:00,0.723261092,5.28399944,6.607077266,8.333494242,10.69793944
7,20120110 21:00,0.797025759,4.542645003,6.66952009,7.269594802,11.0025961
7,20120110 22:00,0.84586397,4.646565548,7.545516536,6.67522368,11.08012521
7,20120110 23:00,0.890952108,3.883117766,8.021699219,5.54666462,11.68070285
7,20120111 0:00,0.898055361,3.366378995,8.33256565,4.573288648,11.78662291
7,20120111 1:00,0.884193388,2.684083999,7.628454782,3.664630097,10.73852991
7,20120111 2:00,0.827087779,2.601852214,7.140488986,3.508286041,9.922015248
7,20120111 3:00,0.739134082,2.237940503,6.769504094,3.037456816,9.442030395
7,20120111 4:00,0.717077617,2.038131694,6.798135783,2.714884885,9.370794158
7,20120111 5:00,0.601939018,1.738057815,6.51509108,2.2638233,8.957623983
7,20120111 6:00,0.419695438,1.453492562,6.443511856,1.871166102,8.849541417
7,20120111 7:00,0.392124229,1.322931571,6.18787177,1.725155131,8.57589601
7,20120111 8:00,0.377120454,1.132500071,5.818522975,1.496479486,8.170586385
7,20120111 9:00,0.209648025,0.735407113,5.42954102,1.04047599,7.993232719
7,20120111 10:00,0.14474785,0.248147726,4.316995367,0.375115225,7.254340991
7,20120111 11:00,0.079634024,0.075749511,3.543939748,0.111846212,6.549839171
7,20120111 12:00,0.148736583,-0.078615417,2.695214663,-0.172538235,5.364861214
7,20120111 13:00,0.070075025,-0.163732527,1.758549389,-0.34370802,4.356254354
7,20120111 14:00,0.059803725,-0.552530173,1.556900489,-0.857217375,3.90623785
7,20120111 15:00,0.089151307,-0.146420572,2.049774575,-0.065164012,4.692784164
7,20120111 16:00,0.074013663,0.782654323,2.446527988,1.548594171,5.159013053
7,20120111 17:00,0.104695402,1.245749107,2.437938481,2.298865933,4.765494254
7,20120111 18:00,0.100317412,1.120598102,2.190887902,2.280446087,4.647094715
7,20120111 19:00,0.052629951,1.444115253,2.709939532,2.644799619,5.123149292
7,20120111 20:00,0.033134264,1.777009713,3.325111834,2.959284789,5.671422676
7,20120111 21:00,0.06337113,1.897111397,3.909198302,2.793506178,5.856145607
7,20120111 22:00,0.11993126,1.892062077,4.015953602,2.583250379,5.600677723
7,20120111 23:00,0.112211652,2.012163762,4.074444054,2.740492963,5.642436896
7,20120112 0:00,0.114501383,2.065542289,3.693642582,2.831244398,5.151643787
7,20120112 1:00,0.077338379,2.359354475,3.339190033,3.137799435,4.451963034
7,20120112 2:00,0.124866551,2.59106486,3.140037144,3.339380419,4.144369356
7,20120112 3:00,0.208645447,2.566824389,2.979220374,3.251969196,3.941479752
7,20120112 4:00,0.247994084,2.562903137,3.237826735,3.277835783,4.253554927
7,20120112 5:00,0.166140122,2.867334935,3.644904336,3.696606899,4.811705043
7,20120112 6:00,0.173376717,2.895140182,3.809619694,3.797397391,5.08792824
7,20120112 7:00,0.173928513,2.480200353,3.937298463,3.272930051,5.281040032
7,20120112 8:00,0.199411767,2.015353672,3.863225284,2.658375633,5.270039993
7,20120112 9:00,0.180916798,1.877040395,3.884992403,2.583005751,5.521818659
7,20120112 10:00,0.183939001,1.753342697,3.431456624,2.70966283,5.52507793
7,20120112 11:00,0.135561439,1.395082793,3.127366732,2.301595129,5.248039916
7,20120112 12:00,0.167816175,0.571619731,2.447063064,1.139382638,5.032520637
7,20120112 13:00,0.099488118,0.469310684,1.9269264,0.958762507,4.619815478
7,20120112 14:00,0.134357925,0.455408061,1.882092634,1.017631291,4.731445501
7,20120112 15:00,0.099932597,0.516365716,2.020817403,1.086757513,5.139261754
7,20120112 16:00,0.166045382,0.854662879,2.303789942,1.617914488,5.107076455
7,20120112 17:00,0.080182558,0.86749607,2.733609308,1.49527119,5.107483864
7,20120112 18:00,0.068073615,0.65646138,2.946407256,1.188885932,5.667263616
7,20120112 19:00,0.091373488,0.512087986,3.152707556,0.954748727,5.867708768
7,20120112 20:00,0.050588547,0.349177761,3.328144032,0.589494686,5.834708651
7,20120112 21:00,0.142066163,0.347038896,4.537356188,0.482460535,6.628748489
7,20120112 22:00,0.092962596,0.414056669,5.289458858,0.494947852,7.395491934
7,20120112 23:00,0.18346323,0.28322942,4.817079902,0.279987599,6.627526262
7,20120113 0:00,0.207257231,0.430454635,4.357046476,0.453026143,5.801708535
7,20120113 1:00,0.212706417,0.485351334,4.458673751,0.502691385,5.894055665
7,20120113 2:00,0.194160859,0.446043603,4.476717884,0.411903486,5.898381905
7,20120113 3:00,0.190517582,0.480189713,4.688932583,0.440274705,6.176222616
7,20120113 4:00,0.209826303,0.644964544,4.800335493,0.635090403,6.292550388
7,20120113 5:00,0.23843517,0.779166695,4.897616908,0.794442078,6.429547971
7,20120113 6:00,0.210347287,0.575878229,4.968224387,0.508365628,6.576159419
7,20120113 7:00,0.278880403,0.027952286,5.242024497,-0.217464704,7.000130885
7,20120113 8:00,0.292434406,-0.629161798,5.317731405,-1.068128396,7.258743865
7,20120113 9:00,0.28123007,-1.01588634,4.983914937,-1.594887347,7.119342816
7,20120113 10:00,0.170340976,-0.524341182,4.002470987,-1.047322836,6.570871793
7,20120113 11:00,0.081037267,-0.67164591,3.44388738,-1.351367724,6.323314757
7,20120113 12:00,0.104820609,-0.872155042,3.142628805,-1.758494705,5.897901212
7,20120113 13:00,0.055779402,-1.26682054,3.34817502,-2.277687998,5.592180291
7,20120113 14:00,0.06737269,-1.545548085,3.071629063,-2.989332721,5.637846151
7,20120113 15:00,0.097133254,-1.381964397,2.905701489,-2.850786605,5.732542726
7,20120113 16:00,0.063896975,-1.341068476,3.378771594,-2.372258725,5.657554576
7,20120113 17:00,0.096774188,-1.198528321,3.601577415,-1.987355865,5.579201572
7,20120113 18:00,0.07428683,-1.13420658,3.463500568,-1.900350796,5.360486133
7,20120113 19:00,0.079041394,-1.332730472,3.442318325,-2.165621686,5.241754895
7,20120113 20:00,0.06393299,-1.454624142,3.251678133,-2.394009992,4.9985241
7,20120113 21:00,0.087722427,-2.06965116,3.693367137,-2.997844086,5.214836072
7,20120113 22:00,0.114356138,-2.137149284,3.561958774,-3.01392111,4.880754248
7,20120113 23:00,0.188663994,-2.242763995,3.495666197,-3.124568861,4.711550216
7,20120114 0:00,0.200852145,-2.210603124,3.701212412,-3.089104838,4.920171096
7,20120114 1:00,0.275997494,-2.399232822,4.132771886,-3.378372975,5.409539856
7,20120114 2:00,0.312538053,-2.190548957,4.364970171,-3.124147646,5.655647453
7,20120114 3:00,0.303621451,-1.78441805,4.847228146,-2.653433562,6.255598544
7,20120114 4:00,0.35191228,-1.626032347,5.321547718,-2.464750701,6.915289445
7,20120114 5:00,0.344856142,-1.743751451,5.54818912,-2.622317441,7.256368023
7,20120114 6:00,0.43406178,-1.968487921,5.593834936,-2.934140695,7.374826451
7,20120114 7:00,0.482317482,-2.253689204,5.444592962,-3.316802778,7.263516376
7,20120114 8:00,0.487010621,-2.644302592,5.160795059,-3.890795902,7.00209088
7,20120114 9:00,0.491521757,-2.902749533,4.711084536,-4.391302017,6.655906335
7,20120114 10:00,0.448677005,-2.665706066,3.689809006,-4.811038627,6.187178589
7,20120114 11:00,0.365424444,-2.512136144,2.898350238,-5.006341939,5.43506969
7,20120114 12:00,0.401222537,-2.260645332,2.089030065,-5.056657368,4.503230761
7,20120114 13:00,0.28080269,-2.290075108,1.711559008,-5.321475419,3.901747881
7,20120114 14:00,0.43491838,-2.334487316,1.484520685,-5.437333316,3.438636698
7,20120114 15:00,0.233936357,-2.179312134,1.236445595,-5.283076801,2.996970576
7,20120114 16:00,0.253775737,-2.107075411,1.196753581,-5.134778693,2.918849285
7,20120114 17:00,0.246186723,-1.935312537,1.143169362,-5.023555112,2.939273152
7,20120114 18:00,0.185119937,-1.84862847,1.013376474,-4.895118358,2.697760925
7,20120114 19:00,0.148849862,-1.774786487,0.844288493,-4.724310715,2.314813421
7,20120114 20:00,0.125573449,-1.717532196,0.851433056,-4.623679856,2.380169795
7,20120114 21:00,0.281912552,-2.463443243,1.381718368,-4.221818465,2.355150558
7,20120114 22:00,0.427916859,-4.349089245,2.318052988,-6.007354169,3.119513777
7,20120114 23:00,0.449139088,-3.685046484,1.953283375,-4.977873998,2.558368034
7,20120115 0:00,0.442381904,-3.26500332,2.025522842,-4.374088844,2.54968789
7,20120115 1:00,0.379456433,-3.286875027,2.14681503,-4.426039997,2.636503369
7,20120115 2:00,0.342781114,-2.902891093,2.343454502,-3.963104256,2.807393547
