ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100,,,,,,
3,20120103 20:00,0.92479397,2.855950874,6.191398422,4.25210369,9.287536513,,,,,,
3,20120103 21:00,0.931658286,2.359856681,6.622235537,3.41734197,9.610039927,,,,,,
3,20120103 22:00,0.942237918,2.127700101,6.897480407,2.947523966,9.70296464,,,,,,
3,20120103 23:00,0.952883247,1.65563547,6.91676508,2.217636535,9.537886621,,,,,,
3,20120104 0:00,0.947152761,1.259922836,6.688855314,1.660344908,9.092941233,,,,,,
3,20120104 1:00,0.924428015,1.624075043,6.647169469,2.151714772,8.98611254,,,,,,
3,20120104 2:00,0.855308502,1.276910282,6.50946738,1.636610498,8.72522604,,,,,,
3,20120104 3:00,0.820547539,1.036905049,6.446698583,1.300298563,8.6163713,,,,,,
3,20120104 4:00,0.854895285,0.681713357,6.149884893,0.822674836,8.183384847,,,,,,
3,20120104 5:00,0.798284602,0.460170064,5.770352633,0.524349941,7.659787465,,,,,,
3,20120104 6:00,0.754815608,0.510338382,5.77862449,0.601337011,7.713910772,,,,,,
3,20120104 7:00,0.677754633,0.392743845,5.72218123,0.440271957,7.709653883,,,,,,
3,20120104 8:00,0.651297925,0.296420674,5.583992561,0.308583549,7.681071912,,,,,,
3,20120104 9:00,0.710409481,0.113807996,5.218084536,0.066479475,7.693234453,,,,,,
3,20120104 10:00,0.703995261,-0.381854986,4.149068671,-0.792027649,7.451808018,,,,,,
3,20120104 11:00,0.776976358,-0.959392664,3.522840442,-1.953924606,6.660634738,,,,,,
3,20120104 12:00,0.666628121,-0.98186807,3.052317756,-2.179820875,6.011155059,,,,,,
3,20120104 13:00,0.604520109,-1.064144112,2.863524786,-2.397613243,5.673644552,,,,,,
3,20120104 14:00,0.295582072,-1.290503563,2.462583014,-2.938548705,4.980379726,,,,,,
3,20120104 15:00,0.319126499,-1.270436236,1.954593681,-3.077834522,4.187382065,,,,,,
3,20120104 16:00,0.305630553,-1.098258568,1.867009313,-2.801795358,4.112582439,,,,,,
3,20120104 17:00,0.331200517,-0.899993375,2.049476746,-2.36722361,4.523068191,,,,,,
3,20120104 18:00,0.36002935,-0.731829173,2.359914671,-1.912392108,5.13362774,,,,,,
3,20120104 19:00,0.380483248,-0.856647948,2.263085287,-2.135249414,5.092275101,,,,,,
3,20120104 20:00,0.653010625,-1.139998609,2.322934605,-2.382418427,4.461039233,,,,,,
3,20120104 21:00,0.594911846,-1.276055087,2.776426998,-1.849080373,3.803045775,,,,,,
3,20120104 22:00,0.632734979,-0.872300463,3.029935084,-1.191651319,3.960550679,,,,,,
3,20120104 23:00,0.490039746,-0.322054351,3.093190461,-0.450650775,3.969672584,,,,,,
3,20120105 0:00,0.454090922,0.166384394,3.154986098,0.172336696,4.017106494,,,,,,
3,20120105 1:00,0.212823018,0.849482752,3.513386853,1.026145294,4.498393937,,,,,,
3,20120105 2:00,0.241759881,1.233904972,4.15357383,1.535117878,5.368757165,,,,,,
3,20120105 3:00,0.295388524,1.275892836,4.550100641,1.595934787,5.919569496,,,,,,
3,20120105 4:00,0.37932149,1.322079486,4.762724246,1.679189003,6.228867423,,,,,,
3,20120105 5:00,0.491158745,1.237170694,5.059656122,1.5864875,6.665188256,,,,,,
3,20120105 6:00,0.532259197,1.227840058,5.647961086,1.554012451,7.569728051,,,,,,
3,20120105 7:00,0.676403816,1.288022663,6.245993928,1.652618509,8.571101451,,,,,,
3,20120105 8:00,0.771886855,0.996906807,6.216347064,1.276498398,8.703250842,,,,,,
3,20120105 9:00,0.828460628,0.735182456,5.684093202,0.957652464,8.440091279,,,,,,
3,20120105 10:00,0.71120799,0.472525041,4.323116836,0.716156192,7.850545506,,,,,,
3,20120105 11:00,0.568891761,0.193539012,3.701459149,0.248515488,7.350998025,,,,,,
3,20120105 12:00,0.64821731,-0.170355808,3.469843021,-0.446450557,7.118597373,,,,,,
3,20120105 13:00,0.477430989,-0.415285014,3.047838436,-1.042810544,6.490887767,,,,,,
3,20120105 14:00,0.467495042,-0.556644155,2.816222309,-1.377008319,6.139438741,,,,,,
3,20120105 15:00,0.45144241,-0.71153272,2.719869999,-1.695263798,5.958302938,,,,,,
3,20120105 16:00,0.488728996,-0.841695097,2.384489846,-2.058393889,5.434262251,,,,,,
3,20120105 17:00,0.394889783,-0.85522452,2.252468654,-2.203645926,5.270214731,,,,,,
3,20120105 18:00,0.261550756,-0.889747875,2.242740776,-2.317013369,5.30211286,,,,,,
3,20120105 19:00,0.381719274,-1.098754131,2.195491086,-2.789377716,5.177938002,,,,,,
3,20120105 20:00,0.454736841,-1.563419824,2.365960556,-3.21686745,4.584974572,,,,,,
3,20120105 21:00,0.417700523,-2.450763346,2.725428787,-3.565826611,3.805179245,,,,,,
3,20120105 22:00,0.465735968,-2.749343711,2.443783575,-3.724659122,3.20765894,,,,,,
3,20120105 23:00,0.457143633,-2.683096193,2.141756145,-3.539846572,2.753680214,,,,,,
3,20120106 0:00,0.33830701,-2.64903937,1.68686207,-3.441240514,2.148185377,,,,,,
3,20120106 1:00,0.118485526,-1.95444165,0.768373214,-2.506264823,0.94052822,,,,,,
3,20120106 2:00,0.013685897,-2.054573725,0.217679755,-2.620702986,0.235514541,,,,,,
3,20120106 3:00,0.00577774,-1.726418112,-0.151699571,-2.193713281,-0.203703618,,,,,,
3,20120106 4:00,0,-1.171726071,-0.730843919,-1.50339275,-0.908717298,,,,,,
3,20120106 5:00,0,-0.125296314,-0.744346035,-0.223038895,-0.943282634,,,,,,
3,20120106 6:00,0,-0.09208419,-0.849951874,-0.171357144,-1.070220854,,,,,,
3,20120106 7:00,0,0.059601033,-1.133014098,0.0003001,-1.443884064,,,,,,
3,20120106 8:00,0.005198435,0.527544989,-1.233797752,0.65616613,-1.681669743,,,,,,
3,20120106 9:00,0.066949493,0.685674355,-1.003297338,0.959488788,-1.757355911,,,,,,
3,20120106 10:00,0.275652563,1.455005944,-0.816678801,1.587668166,-1.391440104,,,,,,
3,20120106 11:00,0.242825764,1.193274578,-0.120837591,1.62027689,-1.006453767,,,,,,
3,20120106 12:00,0.208625649,0.41502033,-0.351338006,0.878889867,-1.691800962,,,,,,
3,20120106 13:00,0.073443374,-0.717661809,-1.456100454,0.402679447,-2.900991796,,,,,,
3,20120106 14:00,0.073653129,-0.60959848,-1.743984863,0.565723066,-3.82710444,,,,,,
3,20120106 15:00,0.138135063,-0.983854504,-2.017884937,-0.100602366,-4.746661589,,,,,,
3,20120106 16:00,0.244953931,-1.086465096,-2.438861636,-0.378084148,-5.459422672,,,,,,
3,20120106 17:00,0.350119506,-0.7756591,-2.707457308,-0.048305356,-6.03571027,,,,,,
3,20120106 18:00,0.396866715,-0.945685347,-2.548325222,-0.636492903,-6.417120882,,,,,,
3,20120106 19:00,0.496809555,-1.186597171,-2.420537335,-1.451710999,-6.599482832,,,,,,
3,20120106 20:00,0.517143718,-1.370007408,-2.241634294,-2.131572128,-6.506513995,,,,,,
3,20120106 21:00,0.576048672,-1.928665076,-3.147722744,-2.449045741,-6.386727224,,,,,,
3,20120106 22:00,0.533980008,-1.919742416,-4.032593583,-2.486576537,-6.097689494,,,,,,
3,20120106 23:00,0.522186864,-1.466173857,-5.277199379,-1.794410229,-7.395677486,,,,,,
3,20120107 0:00,0.656372575,-0.951633787,-5.888652362,-1.142851011,-8.102479028,,,,,,
3,20120107 1:00,0.174752322,-2.961299152,-3.214717198,-4.20611223,-5.061229667,,,,,,
3,20120107 2:00,0.452808074,-2.197191776,-5.277717041,-2.768614642,-7.236022335,,,,,,
3,20120107 3:00,0.635895725,-1.43737982,-5.657421382,-1.848687821,-8.120616266,,,,,,
3,20120107 4:00,0.718974813,-1.63067369,-5.034398149,-2.335216282,-8.159299473,,,,,,
3,20120107 5:00,0.819856149,-1.463152336,-4.39370371,-2.531618569,-8.726463557,,,,,,
3,20120107 6:00,0.821750705,-0.522932766,-5.318043635,-0.612965227,-9.791958369,,,,,,
3,20120107 7:00,0.92472149,6.413214949,-6.772066586,10.39750218,-10.70613358,,,,,,
3,20120107 8:00,0.916390685,4.268846155,-4.912512149,6.511841134,-7.76393434,,,,,,
3,20120107 9:00,0.944930527,1.973660415,-5.343417672,3.498946479,-8.840806566,,,,,,
3,20120107 10:00,0.749414181,1.453914673,-6.044828557,2.553350059,-9.738484524,,,,,,
3,20120107 11:00,0.712532698,0.953259684,-5.744418081,1.922952446,-9.166769475,,,,,,
3,20120107 12:00,0.590828354,1.035349921,-5.12909768,2.108012351,-8.153610766,,,,,,
3,20120107 13:00,0.595623032,1.717844329,-5.240109093,3.238071709,-8.368643889,,,,,,
3,20120107 14:00,0.699448147,1.520732307,-5.233765583,2.90257601,-8.554095736,,,,,,
3,20120107 15:00,0.576810274,1.288779662,-5.112332691,2.568274245,-8.398225165,,,,,,
3,20120107 16:00,0.511914681,1.199530394,-5.222890996,2.46917765,-8.504035115,,,,,,
3,20120107 17:00,0.56778492,1.580868178,-4.618445182,3.007642279,-7.571087174,,,,,,
3,20120107 18:00,0.551725989,2.955402371,-3.088753228,5.153143247,-4.8023935,,,,,,
3,20120107 19:00,0.615334689,3.849326865,-1.021222308,6.26111481,-1.366414501,,,,,,
3,20120107 20:00,0.468352516,3.815918048,-0.82049555,5.920246404,-0.976169204,,,,,,
3,20120107 21:00,0.34242291,3.927121682,-1.100516174,5.806822591,-1.415906251,,,,,,
3,20120107 22:00,0.194577405,4.12948366,-1.043877698,6.007403649,-1.392582553,,,,,,
3,20120107 23:00,0.339547991,4.68645637,-1.267712955,6.45453226,-1.654263072,,,,,,
3,20120108 0:00,0.58175889,5.417154928,-1.618418397,7.287898802,-2.11903043,,,,,,
3,20120108 1:00,0.587476759,6.866915245,-2.523653414,9.39446995,-3.38457796,,,,,,
3,20120108 2:00,0.601540767,8.305494666,-3.188597746,11.55972801,-4.227685994,,,,,,
3,20120108 3:00,0.730583417,9.417104215,-1.507295472,13.29161184,-1.962592437,,,,,,
3,20120108 4:00,0.727613962,7.717564991,-0.839360386,10.97526426,-1.134670066,,,,,,
3,20120108 5:00,0.784024339,7.457925389,-1.385173012,10.26928367,-1.852040807,,,,,,
3,20120108 6:00,0.714335877,7.531856666,-1.542686063,10.63329651,-2.107767379,,,,,,
3,20120108 7:00,0.706222015,6.913122293,-1.48287098,9.883763427,-2.034876194,,,,,,
3,20120108 8:00,0.489914167,7.512493713,-0.646955204,11.18603683,-0.846142461,,,,,,
3,20120108 9:00,0.768363329,6.452812084,-0.429627071,10.15368137,-0.576445078,,,,,,
3,20120108 10:00,0.621789861,4.946462326,-0.442088547,8.635796219,-0.649336263,,,,,,
3,20120108 11:00,0.291883891,4.354572047,-0.446574678,8.083593581,-0.622609495,,,,,,
3,20120108 12:00,0.291702941,4.401659229,-0.535300384,8.202421997,-0.77264385,,,,,,
3,20120108 13:00,0.202074606,4.318046476,-0.50140517,8.045417936,-0.743487376,,,,,,
3,20120108 14:00,0.173952458,4.340489899,-0.672376614,7.881423969,-1.047808071,,,,,,
3,20120108 15:00,0.167924454,4.365133658,-0.732191696,7.871207951,-1.145603744,,,,,,
3,20120108 16:00,0.183364917,4.385376746,-0.807459008,7.702912502,-1.235502871,,,,,,
3,20120108 17:00,0.237178109,4.315846141,-0.785526812,7.751304165,-1.205738971,,,,,,
3,20120108 18:00,0.370871391,4.417061579,-0.768080746,7.876047117,-1.126773521,,,,,,
3,20120108 19:00,0.260718031,4.249396005,-0.60309081,8.00079007,-0.894129157,,,,,,
3,20120108 20:00,0.210327102,4.164022984,-0.486949859,7.550747608,-0.549110884,,,,,,
3,20120108 21:00,0.177605633,6.08799644,0.224351163,8.647625292,0.12027316,,,,,,
3,20120108 22:00,0.188008802,6.59407363,0.883313987,9.319194031,1.26223505,,,,,,
3,20120108 23:00,0.296755092,5.595121263,0.844434183,7.790017495,1.288961818,,,,,,
3,20120109 0:00,0.411689614,5.789190864,1.040328578,8.048106362,1.493057134,,,,,,
3,20120109 1:00,0.361262678,5.945301955,0.209022312,8.13818298,0.299511172,,,,,,
3,20120109 2:00,0.48427551,6.139565231,-0.301479316,8.397492578,-0.351906614,,,,,,
3,20120109 3:00,0.519058985,5.880824851,-0.557965613,8.212128685,-0.764632354,,,,,,
3,20120109 4:00,0.447063639,6.682004871,-0.991867288,9.341799207,-1.326616157,,,,,,
3,20120109 5:00,0.468869259,6.251464206,-1.039804033,8.767720733,-1.355621773,,,,,,
3,20120109 6:00,0.474316611,6.729842722,-0.469010828,9.259859372,-0.570053015,,,,,,
3,20120109 7:00,0.385721746,6.951560765,0.234720361,9.700036166,0.328516787,,,,,,
3,20120109 8:00,0.30101277,6.590488981,0.83516516,9.499183645,1.27180358,,,,,,
3,20120109 9:00,0.260650515,5.512265402,1.441046086,8.903121313,2.397584039,,,,,,
3,20120109 10:00,0.29564329,4.572563603,1.270055221,8.348028898,2.464055241,,,,,,
3,20120109 11:00,0.552125685,4.072138076,0.776850357,7.849395027,1.734684864,,,,,,
3,20120109 12:00,0.479625327,3.834612743,0.044950152,7.518138258,0.332746773,,,,,,
3,20120109 13:00,0.363630304,4.158246209,-0.467034055,7.958814684,-0.690909747,,,,,,
3,20120109 14:00,0.24742464,4.731052485,-0.682502313,8.124193253,-1.036560001,,,,,,
3,20120109 15:00,0.290636155,4.824648282,-0.118627814,7.743472803,-0.121070256,,,,,,
3,20120109 16:00,0.363939092,5.362928109,1.502820242,8.387000283,2.471306645,,,,,,
3,20120109 17:00,0.7260255,4.534293321,1.962914159,7.19987195,3.200072739,,,,,,
3,20120109 18:00,0.768348016,3.360810021,1.849249711,5.828878623,3.345705101,,,,,,
3,20120109 19:00,0.578459967,3.490180211,2.363210692,5.644513995,3.926421699,,,,,,
3,20120109 20:00,0.440784472,3.640349467,2.457107409,5.781913108,4.028545637,,,,,,
3,20120109 21:00,0.293887819,4.355005373,2.923131645,6.306527902,4.238836351,,,,,,
3,20120109 22:00,0.348576052,4.534709303,2.628098274,6.313522765,3.706462446,,,,,,
3,20120109 23:00,0.565787735,4.559252201,2.218906262,6.171127322,3.079820291,,,,,,
3,20120110 0:00,0.526609744,4.72314884,1.763754279,6.3095257,2.445926732,,,,,,
3,20120110 1:00,0.615035366,5.125663807,1.843004286,6.962212916,2.533905372,,,,,,
3,20120110 2:00,0.640251084,5.873973556,1.121542598,8.004724943,1.595912292,,,,,,
3,20120110 3:00,0.564447727,6.477040025,0.144469639,8.902498898,0.305762323,,,,,,
3,20120110 4:00,0.722290396,7.032646716,-0.249054919,9.894775374,-0.366884636,,,,,,
3,20120110 5:00,0.484370485,7.500289168,0.485883638,10.70451277,0.69559181,,,,,,
3,20120110 6:00,0.543799826,6.657469002,1.343910926,9.760482317,2.091661836,,,,,,
3,20120110 7:00,0.531828429,6.208646807,0.830891469,9.26459277,1.407003325,,,,,,
3,20120110 8:00,0.496349981,6.201282359,0.784171659,9.60579661,1.304359146,,,,,,
3,20120110 9:00,0.502057498,5.727093731,2.488546283,9.237236776,4.023337923,,,,,,
3,20120110 10:00,0.366563745,5.149802831,1.606260631,8.452865848,2.679681945,,,,,,
3,20120110 11:00,0.541082455,4.776670797,0.181306412,8.133546801,0.429153729,,,,,,
3,20120110 12:00,0.323637154,4.703435452,-0.634493355,8.139018,-0.952720826,,,,,,
3,20120110 13:00,0.484024347,4.94932619,-0.92649217,8.635902311,-1.571861776,,,,,,
3,20120110 14:00,0.416899305,5.626037139,-0.967372004,9.305378068,-1.438642736,,,,,,
3,20120110 15:00,0.496075405,6.068313158,-0.360912926,9.841058151,-0.507747391,,,,,,
3,20120110 16:00,0.272567442,6.16936975,0.109429781,9.986293605,0.421510014,,,,,,
3,20120110 17:00,0.639836965,7.083379581,1.691164902,11.21084733,2.801981392,,,,,,
3,20120110 18:00,0.91468382,7.281810542,2.28908863,11.58239146,3.748710147,,,,,,
3,20120110 19:00,0.914580755,7.663943569,3.885199078,12.01461615,6.179411655,,,,,,
3,20120110 20:00,0.932369923,7.343180943,5.451211186,11.17603061,8.225743473,,,,,,
3,20120110 21:00,0.966153234,6.751161147,6.085522459,10.77364882,9.844027227,,,,,,
3,20120110 22:00,0.948193889,6.786755979,7.089099926,10.02260247,10.52759378,,,,,,
3,20120110 23:00,0.947476407,6.399304184,7.855484509,9.310351885,11.51581699,,,,,,
3,20120111 0:00,0.948858726,6.280245607,8.966876923,8.916922967,12.90369732,,,,,,
3,20120111 1:00,0.936896783,5.440652097,8.836303059,7.588057218,12.57986382,,,,,,
3,20120111 2:00,0.943122849,5.150316192,8.680873887,7.141488277,12.27968905,,,,,,
3,20120111 3:00,0.954810212,4.946900726,8.529534956,6.828800166,11.95003722,,,,,,
3,20120111 4:00,0.966682126,4.37019624,8.420325511,6.092006341,11.80461704,,,,,,
3,20120111 5:00,0.970121495,4.320785036,8.06529256,5.96396595,11.32315834,,,,,,
3,20120111 6:00,0.970554514,3.505319843,7.582235054,4.850239186,10.62946477,,,,,,
3,20120111 7:00,0.965897109,3.384857493,7.165848482,4.644026768,10.0934735,,,,,,
3,20120111 8:00,0.910680008,2.913828062,6.881985731,4.095924044,9.922015248,,,,,,
3,20120111 9:00,0.917245011,2.491488504,6.444738929,3.657441865,9.824740938,,,,,,
3,20120111 10:00,0.861289693,1.815240279,5.355507651,2.957936995,9.184597373,,,,,,
3,20120111 11:00,0.73141118,1.126368754,4.78001069,1.951584453,8.737037291,,,,,,
3,20120111 12:00,0.558847337,0.885083387,4.286727581,1.541405939,8.083137763,,,,,,
3,20120111 13:00,0.532699413,1.093908839,3.736590116,1.974946208,7.483279519,,,,,,
3,20120111 14:00,0.644582136,1.384605409,3.467861258,2.501484235,7.026876317,,,,,,
3,20120111 15:00,0.755140601,1.348538837,3.427367869,2.470934247,6.948270814,,,,,,
3,20120111 16:00,0.805847958,1.158107337,3.163956324,2.153304226,6.676590545,,,,,,
3,20120111 17:00,0.73798608,1.075514887,2.618318125,2.189694652,6.105718079,,,,,,
3,20120111 18:00,0.650512464,1.009152395,2.367586329,2.12589909,5.715638271,,,,,,
3,20120111 19:00,0.604393167,0.860918784,2.23710763,1.873412425,5.522563504,,,,,,
3,20120111 20:00,0.693856769,0.875706078,2.38844656,1.59711474,5.123149292,,,,,,
3,20120111 21:00,0.47391645,1.402999361,3.127144152,1.914295497,4.813640125,,,,,,
3,20120111 22:00,0.396997703,1.864290817,5.029924438,2.527541577,6.950727236,,,,,,
3,20120111 23:00,0.455370606,1.937866624,4.851998938,2.591786405,6.819554303,,,,,,
3,20120112 0:00,0.503975915,2.002786453,5.50766463,2.78676721,7.733343275,,,,,,
3,20120112 1:00,0.456206479,1.402568821,3.718652633,1.761518641,4.894409039,,,,,,
3,20120112 2:00,0.513966322,1.786851584,3.628660218,2.268592932,4.776667883,,,,,,
3,20120112 3:00,0.506838673,2.201434935,3.688438573,2.834981982,4.86589042,,,,,,
3,20120112 4:00,0.472483722,2.52939425,3.842757695,3.293890905,5.102594958,,,,,,
3,20120112 5:00,0.539421964,2.472714325,4.162766823,3.280957612,5.563374361,,,,,,
3,20120112 6:00,0.698112193,2.14618092,4.461333715,2.88314735,6.023338946,,,,,,
3,20120112 7:00,0.824592746,2.059200406,4.542229423,2.77700515,6.218080374,,,,,,
3,20120112 8:00,0.774378271,2.20214789,4.534107364,3.041914674,6.371266099,,,,,,
3,20120112 9:00,0.707262693,1.779365556,4.480501774,2.685134171,6.905379094,,,,,,
3,20120112 10:00,0.625875595,0.858227654,4.339177946,1.397156552,7.327862066,,,,,,
3,20120112 11:00,0.496347282,0.750571444,3.792076047,1.312867158,7.025564703,,,,,,
3,20120112 12:00,0.462537874,1.060706883,3.640680866,1.858295353,6.777452717,,,,,,
3,20120112 13:00,0.546734603,1.478142055,3.35803321,2.635630876,6.335006712,,,,,,
3,20120112 14:00,0.519620281,1.262473157,3.437304506,2.215521832,6.176524672,,,,,,
3,20120112 15:00,0.581198042,1.086016787,3.324570326,1.805670229,6.168376495,,,,,,
3,20120112 16:00,0.769662375,1.43001759,4.145548058,2.211062076,6.940823664,,,,,,
3,20120112 17:00,0.831417925,1.391161541,4.415525302,2.127664633,7.138416953,,,,,,
3,20120112 18:00,0.798543852,1.607543393,3.763486399,2.450105014,6.243339722,,,,,,
3,20120112 19:00,0.820167626,1.585441787,3.033150847,2.524136968,5.248447324,,,,,,
3,20120112 20:00,0.750831601,1.608969303,3.96848717,2.378302937,6.224598915,,,,,,
3,20120112 21:00,0.633875587,1.445702601,5.068538851,2.045605117,7.387751166,,,,,,
3,20120112 22:00,0.618626868,1.337333436,5.319672918,1.809238034,7.456195852,,,,,,
3,20120112 23:00,0.622776071,1.376189485,5.257945269,1.80344035,7.190565285,,,,,,
3,20120113 0:00,0.559213279,1.347314806,5.085432734,1.753045104,6.851601127,,,,,,
3,20120113 1:00,0.638396128,1.755904245,4.784252679,2.302372325,6.449737088,,,,,,
3,20120113 2:00,0.590935032,1.772183204,4.840346398,2.297643789,6.439642529,,,,,,
3,20120113 3:00,0.52457205,1.678082879,5.119245938,2.15484199,6.796316937,,,,,,
3,20120113 4:00,0.476090984,1.38228228,5.229079793,1.768520569,6.944370465,,,,,,
3,20120113 5:00,0.522391666,1.102363592,5.359311364,1.38503627,7.11549727,,,,,,
3,20120113 6:00,0.599467061,0.844282532,5.526807994,1.048837335,7.398144914,,,,,,
